Country Name,Region,IncomeGroup,Year,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD in billions),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate)
Albania,Europe & Central Asia,Upper middle income,2007,12.118,6.518,1213.12,10.677,3595.04,15.036,14.9,75.646,108.395,15.966
Albania,Europe & Central Asia,Upper middle income,2006,12.398,6.365,1218.36,8.896,2972.74,9.61,16.0,75.423,109.217,16.394
Albania,Europe & Central Asia,Upper middle income,2005,12.821,6.206,1722.07,8.052,2673.79,6.044,17.1,75.228,109.908,16.874
Albania,Europe & Central Asia,Upper middle income,2004,13.381,6.061,1797.53,7.185,2373.58,2.42,18.3,75.039,110.472,17.272
Albania,Europe & Central Asia,Upper middle income,2003,14.048,5.952,1469.26,5.611,1846.12,0.972,19.4,74.828,110.935,17.496
Albania,Europe & Central Asia,Upper middle income,2002,14.79,5.891,1578.17,4.348,1425.12,0.39,20.6,74.579,111.351,17.51
Albania,Europe & Central Asia,Upper middle income,2001,15.59,5.879,1351.23,3.922,1281.66,0.326,21.8,74.288,111.685,17.411
Albania,Europe & Central Asia,Upper middle income,2000,16.436,5.914,1449.65,3.48,1126.68,0.114,23.0,73.955,112.738,17.767
Albania,Europe & Central Asia,Upper middle income,1999,17.321,5.983,1414.7,3.212,1033.24,0.081,24.2,73.587,113.459,18.569
Albania,Europe & Central Asia,Upper middle income,1998,18.238,6.067,734.85,2.546,813.79,0.065,25.4,73.208,114.18,18.323
Albania,Europe & Central Asia,Upper middle income,1997,19.173,6.147,694.665,2.259,717.381,0.049,26.7,72.838,114.901,18.311
Albania,Europe & Central Asia,Upper middle income,1996,20.106,6.213,904.347,3.2,1009.98,0.032,27.9,72.495,115.622,18.358
Albania,Europe & Central Asia,Upper middle income,1995,21.02,6.25,663.784,2.393,750.604,0.011,29.1,72.205,116.342,17.607
Albania,Europe & Central Asia,Upper middle income,1994,21.902,6.25,596.408,1.881,586.416,0.011,30.2,71.992,117.063,17.527
Albania,Europe & Central Asia,Upper middle income,1993,22.742,6.216,536.364,1.185,367.279,0.011,31.4,71.86,117.784,17.681
Albania,Europe & Central Asia,Upper middle income,1992,23.529,6.155,453.644,0.652,200.852,0.011,32.5,71.802,118.505,17.653
Albania,Europe & Central Asia,Upper middle income,1991,24.245,6.073,418.454,1.1,336.587,0.011,33.8,71.803,119.226,16.781
Albania,Europe & Central Asia,Upper middle income,1990,24.867,5.985,552.252,2.029,617.23,0.0,35.2,71.836,119.947,16.781
Albania,Europe & Central Asia,Upper middle income,1989,25.372,5.908,1021.39,2.253,697.996,0.0,36.9,71.86,117.808,16.781
Albania,Europe & Central Asia,Upper middle income,1988,25.762,5.855,1005.94,2.051,652.774,0.0,38.8,71.843,114.684,16.781
Albania,Europe & Central Asia,Upper middle income,1987,26.047,5.836,1161.95,2.081,674.793,0.0,41.0,71.76,112.54,16.781
Albania,Europe & Central Asia,Upper middle income,1986,26.241,5.855,1420.61,2.097,693.873,0.0,43.4,71.605,110.315,16.781
Albania,Europe & Central Asia,Upper middle income,1985,26.367,5.907,796.354,1.897,639.866,0.0,46.2,71.388,108.203,16.781
Albania,Europe & Central Asia,Upper middle income,1984,26.452,5.98,1018.1,1.857,639.485,0.0,49.4,71.134,106.001,16.781
Albania,Europe & Central Asia,Upper middle income,1983,26.528,6.061,1070.69,1.857,639.485,0.0,52.8,70.876,103.794,16.781
Albania,Europe & Central Asia,Upper middle income,1982,26.627,6.14,1096.87,1.857,639.485,0.0,56.6,70.635,101.616,16.781
Albania,Europe & Central Asia,Upper middle income,1981,26.772,6.215,1123.97,1.857,639.485,0.0,61.0,70.416,99.491,16.781
Albania,Europe & Central Asia,Upper middle income,1980,26.981,6.291,1142.97,1.857,639.485,0.0,65.6,70.208,97.518,16.781
Algeria,Middle East & North Africa,Upper middle income,2018,24.846,4.717,1362.87,181.0,4278.85,59.58,20.1,76.499,17.73,12.145
Algeria,Middle East & North Africa,Upper middle income,2017,24.846,4.717,1362.87,168.0,4048.29,47.691,20.6,76.499,17.378,11.996
Algeria,Middle East & North Africa,Upper middle income,2016,25.25,4.717,1362.87,160.0,3948.81,42.946,21.0,76.298,17.026,10.202
Algeria,Middle East & North Africa,Upper middle income,2015,25.481,4.715,1362.87,166.0,4177.89,38.2,21.4,76.09,16.68,11.206
Algeria,Middle East & North Africa,Upper middle income,2014,25.538,4.709,1362.87,214.0,5493.06,29.5,21.8,75.878,16.343,10.207
Algeria,Middle East & North Africa,Upper middle income,2013,25.451,4.699,1278.92,210.0,5499.59,22.5,22.1,75.661,16.014,9.82
Algeria,Middle East & North Africa,Upper middle income,2012,25.246,4.685,1237.97,209.0,5592.22,18.2,22.4,75.436,15.696,10.97
Algeria,Middle East & North Africa,Upper middle income,2011,24.934,4.67,1123.33,200.0,5455.84,14.9,22.9,75.199,15.393,9.96
Algeria,Middle East & North Africa,Upper middle income,2010,24.504,4.656,1016.64,161.0,4480.79,12.5,23.5,74.938,15.106,9.96
Algeria,Middle East & North Africa,Upper middle income,2009,23.932,4.643,866.307,137.0,3883.27,11.23,24.3,74.644,14.835,10.16
Algeria,Middle East & North Africa,Upper middle income,2008,23.226,4.637,947.291,171.0,4923.63,10.18,25.3,74.311,14.582,11.33
Algeria,Middle East & North Africa,Upper middle income,2007,22.424,4.639,894.285,135.0,3950.51,9.451,26.4,73.936,14.345,13.79
Algeria,Middle East & North Africa,Upper middle income,2006,21.582,4.651,862.43,117.0,3478.71,7.376,27.5,73.521,14.124,12.27
Algeria,Middle East & North Africa,Upper middle income,2005,20.774,4.674,890.626,103.0,3113.09,5.844,28.8,73.072,13.918,15.27
Algeria,Middle East & North Africa,Upper middle income,2004,20.077,4.71,804.107,85.325,2609.95,4.634,30.1,72.594,13.726,17.65
Algeria,Middle East & North Africa,Upper middle income,2003,19.557,4.757,786.414,67.864,2103.38,2.195,31.3,72.101,13.546,23.72
Algeria,Middle East & North Africa,Upper middle income,2002,19.27,4.814,730.809,56.76,1781.83,1.592,32.4,71.605,13.375,25.9
Algeria,Middle East & North Africa,Upper middle income,2001,19.257,4.882,709.091,54.745,1740.61,0.646,33.3,71.116,13.205,27.3
Algeria,Middle East & North Africa,Upper middle income,2000,19.554,4.961,683.295,54.79,1765.02,0.492,33.9,70.64,13.033,29.77
Algeria,Middle East & North Africa,Upper middle income,1999,20.175,5.05,652.801,48.641,1588.35,0.2,34.4,70.183,12.858,28.448
Algeria,Middle East & North Africa,Upper middle income,1998,21.073,5.148,618.493,48.188,1596.0,0.02,34.9,69.745,12.677,26.919
Algeria,Middle East & North Africa,Upper middle income,1997,22.187,5.257,575.699,48.178,1619.81,0.01,35.5,69.323,12.488,25.43
Algeria,Middle East & North Africa,Upper middle income,1996,23.475,5.375,570.518,46.942,1603.94,0.002,36.2,68.919,12.288,28.618
Algeria,Middle East & North Africa,Upper middle income,1995,24.884,5.499,559.918,41.764,1452.27,0.002,37.1,68.54,12.074,31.84
Algeria,Middle East & North Africa,Upper middle income,1994,26.361,5.624,550.972,42.543,1507.87,0.0,38.1,68.194,11.846,27.74
Algeria,Middle East & North Africa,Upper middle income,1993,27.863,5.752,547.991,49.946,1807.33,0.0,39.0,67.877,11.603,26.23
Algeria,Middle East & North Africa,Upper middle income,1992,29.345,5.887,559.783,48.003,1776.04,0.0,39.9,67.575,11.348,24.38
Algeria,Middle East & North Africa,Upper middle income,1991,30.774,6.035,532.49,45.715,1731.61,0.0,40.7,67.27,11.084,20.6
Algeria,Middle East & North Africa,Upper middle income,1990,32.13,6.207,531.584,62.045,2408.69,0.0,41.8,66.938,10.815,20.6
Algeria,Middle East & North Africa,Upper middle income,1989,33.415,6.411,522.142,55.632,2215.85,0.0,43.2,66.554,10.541,20.6
Algeria,Middle East & North Africa,Upper middle income,1988,34.653,6.657,481.887,59.089,2417.38,0.0,45.3,66.097,10.263,20.6
Algeria,Middle East & North Africa,Upper middle income,1987,35.86,6.956,455.408,66.742,2807.33,0.0,48.5,65.545,9.982,20.6
Algeria,Middle East & North Africa,Upper middle income,1986,37.034,7.317,485.274,63.696,2757.13,0.0,53.0,64.884,9.7,20.6
Algeria,Middle East & North Africa,Upper middle income,1985,38.175,7.76,466.487,57.938,2582.88,0.0,59.4,64.087,9.418,20.6
Algeria,Middle East & North Africa,Upper middle income,1984,39.284,8.302,441.288,53.698,2467.35,0.0,67.5,63.13,9.138,20.6
Algeria,Middle East & North Africa,Upper middle income,1983,40.354,8.94,417.498,48.801,2312.66,0.0,76.6,62.029,8.86,20.6
Algeria,Middle East & North Africa,Upper middle income,1982,41.377,9.661,406.055,45.207,2210.3,0.0,85.8,60.813,8.587,20.6
Algeria,Middle East & North Africa,Upper middle income,1981,42.34,10.445,363.443,44.349,2237.09,0.0,94.2,59.519,8.323,20.6
Algeria,Middle East & North Africa,Upper middle income,1980,43.226,11.261,330.304,42.345,2203.0,0.0,101.5,58.198,8.07,20.6
American Samoa,East Asia & Pacific,Upper middle income,2018,17.5,4.2,3529.663,0.634,11398.8,0.0,39.93,67.683,277.325,8.091
American Samoa,East Asia & Pacific,Upper middle income,2017,17.5,4.2,3529.663,0.634,11398.8,0.0,39.93,67.683,278.1,8.091
American Samoa,East Asia & Pacific,Upper middle income,2016,17.5,4.2,3529.663,0.653,11714.9,0.0,39.93,67.683,278.705,8.091
American Samoa,East Asia & Pacific,Upper middle income,2015,17.5,4.2,3529.663,0.661,11843.3,0.0,39.93,67.683,279.06,8.091
American Samoa,East Asia & Pacific,Upper middle income,2014,17.5,4.2,3529.663,0.643,11525.2,0.0,39.93,67.683,278.955,8.091
American Samoa,East Asia & Pacific,Upper middle income,2013,17.5,4.2,3529.663,0.641,11505.4,0.0,39.93,67.683,278.565,8.091
American Samoa,East Asia & Pacific,Upper middle income,2012,17.5,4.2,3529.663,0.644,11568.8,0.0,39.93,67.683,278.335,8.091
American Samoa,East Asia & Pacific,Upper middle income,2011,17.5,4.2,3529.663,0.574,10294.3,0.0,39.93,67.683,278.795,8.091
American Samoa,East Asia & Pacific,Upper middle income,2010,18.7,4.2,3529.663,0.576,10271.2,0.0,39.93,67.683,280.395,8.091
American Samoa,East Asia & Pacific,Upper middle income,2009,18.7,4.2,3529.663,0.678,11961.3,0.0,39.93,67.683,283.415,8.091
American Samoa,East Asia & Pacific,Upper middle income,2008,18.7,4.2,3529.663,0.563,9792.67,0.0,39.93,67.683,287.46,8.091
American Samoa,East Asia & Pacific,Upper middle income,2007,18.7,4.2,3529.663,0.52,8909.45,0.0,39.93,67.683,291.825,8.091
American Samoa,East Asia & Pacific,Upper middle income,2006,21.6,4.0,3529.663,0.496,8391.56,0.0,39.93,67.683,295.535,8.091
American Samoa,East Asia & Pacific,Upper middle income,2005,21.6,4.0,3529.663,0.503,8444.98,0.0,39.93,67.683,297.81,8.091
American Samoa,East Asia & Pacific,Upper middle income,2004,21.6,4.0,3529.663,0.512,8578.94,0.0,39.93,67.683,298.405,8.091
American Samoa,East Asia & Pacific,Upper middle income,2003,21.6,4.0,3529.663,0.527,8856.55,0.0,39.93,67.683,297.52,8.091
American Samoa,East Asia & Pacific,Upper middle income,2002,21.6,4.0,3529.663,0.514,8700.07,0.0,39.93,67.683,295.4,8.091
American Samoa,East Asia & Pacific,Upper middle income,2001,21.6,4.0,3529.663,0.514,8700.07,0.0,39.93,67.683,292.47,8.091
American Samoa,East Asia & Pacific,Upper middle income,2000,21.6,4.0,3529.663,0.514,8700.07,0.0,39.93,67.683,289.105,8.091
American Samoa,East Asia & Pacific,Upper middle income,1999,21.6,4.0,3529.663,0.514,8700.07,0.0,39.93,67.683,285.265,8.091
American Samoa,East Asia & Pacific,Upper middle income,1998,21.6,4.0,3529.663,0.514,8700.07,0.0,39.93,67.683,280.855,8.091
American Samoa,East Asia & Pacific,Upper middle income,1997,21.6,4.0,3529.663,0.514,8700.07,0.0,39.93,67.683,276.105,8.091
American Samoa,East Asia & Pacific,Upper middle income,1996,21.6,4.0,3529.663,0.514,8700.07,0.0,39.93,67.683,271.055,8.091
American Samoa,East Asia & Pacific,Upper middle income,1995,21.6,4.0,3529.663,0.514,8700.07,0.0,39.93,67.683,265.805,8.091
American Samoa,East Asia & Pacific,Upper middle income,1994,21.6,4.0,3529.663,0.514,8700.07,0.0,39.93,67.683,260.475,8.091
American Samoa,East Asia & Pacific,Upper middle income,1993,21.6,4.0,3529.663,0.514,8700.07,0.0,39.93,67.683,255.1,8.091
American Samoa,East Asia & Pacific,Upper middle income,1992,21.6,4.0,3529.663,0.514,8700.07,0.0,39.93,67.683,249.48,8.091
American Samoa,East Asia & Pacific,Upper middle income,1991,21.6,4.0,3529.663,0.514,8700.07,0.0,39.93,67.683,243.425,8.091
American Samoa,East Asia & Pacific,Upper middle income,1990,21.6,4.0,3529.663,0.514,8700.07,0.0,39.93,67.683,236.735,8.091
American Samoa,East Asia & Pacific,Upper middle income,1989,21.6,4.0,3529.663,0.514,8700.07,0.0,39.93,67.683,229.47,8.091
American Samoa,East Asia & Pacific,Upper middle income,1988,21.6,4.0,3529.663,0.514,8700.07,0.0,39.93,67.683,221.715,8.091
American Samoa,East Asia & Pacific,Upper middle income,1987,21.6,4.0,3529.663,0.514,8700.07,0.0,39.93,67.683,213.7,8.091
American Samoa,East Asia & Pacific,Upper middle income,1986,21.6,4.0,3529.663,0.514,8700.07,0.0,39.93,67.683,205.595,8.091
American Samoa,East Asia & Pacific,Upper middle income,1985,21.6,4.0,3529.663,0.514,8700.07,0.0,39.93,67.683,197.595,8.091
American Samoa,East Asia & Pacific,Upper middle income,1984,21.6,4.0,3529.663,0.514,8700.07,0.0,39.93,67.683,189.73,8.091
American Samoa,East Asia & Pacific,Upper middle income,1983,21.6,4.0,3529.663,0.514,8700.07,0.0,39.93,67.683,182.06,8.091
American Samoa,East Asia & Pacific,Upper middle income,1982,21.6,4.0,3529.663,0.514,8700.07,0.0,39.93,67.683,174.84,8.091
American Samoa,East Asia & Pacific,Upper middle income,1981,21.6,4.0,3529.663,0.514,8700.07,0.0,39.93,67.683,168.505,8.091
American Samoa,East Asia & Pacific,Upper middle income,1980,21.6,4.0,3529.663,0.514,8700.07,0.0,39.93,67.683,163.23,8.091
Andorra,Europe & Central Asia,High income: nonOECD,2018,8.8,4.3,3529.663,3.237,42029.8,91.568,2.7,67.683,163.843,8.091
Andorra,Europe & Central Asia,High income: nonOECD,2017,8.8,4.3,3529.663,3.013,39134.4,91.568,2.8,67.683,163.832,8.091
Andorra,Europe & Central Asia,High income: nonOECD,2016,8.8,4.3,3529.663,2.877,37224.1,97.931,3.0,67.683,164.462,8.091
Andorra,Europe & Central Asia,High income: nonOECD,2015,8.8,4.3,3529.663,2.811,36039.7,96.91,3.1,67.683,165.981,8.091
Andorra,Europe & Central Asia,High income: nonOECD,2014,8.8,4.3,3529.663,3.351,42300.3,95.9,3.2,67.683,168.538,8.091
Andorra,Europe & Central Asia,High income: nonOECD,2013,8.8,4.3,3529.663,3.282,40626.8,94.0,3.4,67.683,171.86,8.091
Andorra,Europe & Central Asia,High income: nonOECD,2012,9.5,3.9,3529.663,3.165,38392.9,86.434,3.6,67.683,175.377,8.091
Andorra,Europe & Central Asia,High income: nonOECD,2011,9.5,3.9,3529.663,3.442,41100.7,81.0,3.7,67.683,178.185,8.091
Andorra,Europe & Central Asia,High income: nonOECD,2010,9.8,2.8,3529.663,3.356,39736.4,81.0,3.9,67.683,179.679,8.091
Andorra,Europe & Central Asia,High income: nonOECD,2009,9.9,3.2,3529.663,3.661,43338.9,78.53,4.1,67.683,179.709,8.091
Andorra,Europe & Central Asia,High income: nonOECD,2008,10.4,2.8,3529.663,4.007,47785.1,70.04,4.3,67.683,178.43,8.091
Andorra,Europe & Central Asia,High income: nonOECD,2007,10.1,2.8,3529.663,4.017,48582.2,70.87,4.5,67.683,175.923,8.091
Andorra,Europe & Central Asia,High income: nonOECD,2006,10.6,3.3,3529.663,3.543,43747.7,48.937,4.7,67.683,172.326,8.091
Andorra,Europe & Central Asia,High income: nonOECD,2005,10.7,3.6,3529.663,3.256,41282.0,37.606,4.9,67.683,167.802,8.091
Andorra,Europe & Central Asia,High income: nonOECD,2004,10.9,3.8,3529.663,2.936,38503.5,26.838,5.1,67.683,162.221,8.091
Andorra,Europe & Central Asia,High income: nonOECD,2003,10.3,3.8,3529.663,2.399,32776.4,13.546,5.3,67.683,155.706,8.091
Andorra,Europe & Central Asia,High income: nonOECD,2002,11.2,3.8,3529.663,1.733,24741.5,11.26,5.5,67.683,149.04,8.091
Andorra,Europe & Central Asia,High income: nonOECD,2001,11.8,3.8,3529.663,1.497,22228.8,11.26,5.7,67.683,143.279,8.091
Andorra,Europe & Central Asia,High income: nonOECD,2000,11.3,3.8,3529.663,1.434,21936.5,10.539,5.9,67.683,139.128,8.091
Andorra,Europe & Central Asia,High income: nonOECD,1999,12.6,3.8,3529.663,1.24,19261.7,7.636,6.2,67.683,136.957,8.091
Andorra,Europe & Central Asia,High income: nonOECD,1998,11.9,3.8,3529.663,1.212,18894.5,6.886,6.4,67.683,136.472,8.091
Andorra,Europe & Central Asia,High income: nonOECD,1997,11.2,3.8,3529.663,1.181,18353.1,3.05,6.7,67.683,136.866,8.091
Andorra,Europe & Central Asia,High income: nonOECD,1996,10.9,3.8,3529.663,1.224,19017.2,1.527,7.0,67.683,136.936,8.091
Andorra,Europe & Central Asia,High income: nonOECD,1995,11.0,3.8,3529.663,1.179,18461.1,1.527,7.3,67.683,135.851,8.091
Andorra,Europe & Central Asia,High income: nonOECD,1994,10.9,3.8,3529.663,1.018,16234.8,1.527,7.7,67.683,133.355,8.091
Andorra,Europe & Central Asia,High income: nonOECD,1993,11.4,3.8,3529.663,1.007,16516.5,1.527,8.1,67.683,129.726,8.091
Andorra,Europe & Central Asia,High income: nonOECD,1992,12.1,3.8,3529.663,1.21,20547.7,1.527,8.5,67.683,125.294,8.091
Andorra,Europe & Central Asia,High income: nonOECD,1991,11.9,3.8,3529.663,1.107,19532.5,1.527,8.9,67.683,120.577,8.091
Andorra,Europe & Central Asia,High income: nonOECD,1990,11.9,3.8,3529.663,1.029,18878.5,0.0,9.4,67.683,115.977,8.091
Andorra,Europe & Central Asia,High income: nonOECD,1989,12.5,3.8,3529.663,0.795,15166.4,0.0,9.9,67.683,111.591,8.091
Andorra,Europe & Central Asia,High income: nonOECD,1988,11.6,3.8,3529.663,0.721,14304.4,0.0,10.4,67.683,107.306,8.091
Andorra,Europe & Central Asia,High income: nonOECD,1987,11.0,3.8,3529.663,0.611,12616.2,0.0,11.0,67.683,103.096,8.091
Andorra,Europe & Central Asia,High income: nonOECD,1986,11.9,3.8,3529.663,0.482,10361.8,0.0,11.6,67.683,98.972,8.091
Andorra,Europe & Central Asia,High income: nonOECD,1985,11.9,3.8,3529.663,0.347,7774.39,0.0,12.2,67.683,94.894,8.091
Andorra,Europe & Central Asia,High income: nonOECD,1984,11.9,3.8,3529.663,0.33,7728.91,0.0,12.2,67.683,90.864,8.091
Andorra,Europe & Central Asia,High income: nonOECD,1983,11.9,3.8,3529.663,0.328,8022.65,0.0,12.2,67.683,86.951,8.091
Andorra,Europe & Central Asia,High income: nonOECD,1982,11.9,3.8,3529.663,0.376,9610.27,0.0,12.2,67.683,83.221,8.091
Andorra,Europe & Central Asia,High income: nonOECD,1981,11.9,3.8,3529.663,0.389,10372.2,0.0,12.2,67.683,79.787,8.091
Andorra,Europe & Central Asia,High income: nonOECD,1980,11.9,3.8,3529.663,0.446,12377.4,0.0,12.2,67.683,76.738,8.091
Angola,Sub-Saharan Africa,Upper middle income,2018,41.281,8.432,312.229,106.0,3432.39,14.339,51.6,60.379,24.713,7.253
Angola,Sub-Saharan Africa,Upper middle income,2017,41.281,8.432,312.229,122.0,4095.81,14.339,53.4,60.379,23.916,7.139
Angola,Sub-Saharan Africa,Upper middle income,2016,41.882,8.716,312.229,101.0,3506.07,13.0,55.5,59.925,23.135,7.281
Angola,Sub-Saharan Africa,Upper middle income,2015,42.52,9.052,312.229,116.0,4166.98,12.4,57.8,59.398,22.367,7.279
Angola,Sub-Saharan Africa,Upper middle income,2014,43.182,9.454,312.229,146.0,5408.41,21.4,60.5,58.776,21.61,7.429
Angola,Sub-Saharan Africa,Upper middle income,2013,43.847,9.921,280.215,137.0,5254.88,8.9,63.6,58.054,20.868,7.454
Angola,Sub-Saharan Africa,Upper middle income,2012,44.493,10.451,219.253,128.0,5100.1,6.5,67.3,57.236,20.14,7.359
Angola,Sub-Saharan Africa,Upper middle income,2011,45.102,11.039,207.013,112.0,4615.47,3.1,71.5,56.33,19.428,7.362
Angola,Sub-Saharan Africa,Upper middle income,2010,45.656,11.68,206.454,83.8,3587.88,2.8,76.0,55.35,18.734,9.089
Angola,Sub-Saharan Africa,Upper middle income,2009,46.143,12.367,189.258,70.307,3122.78,2.3,80.7,54.311,18.059,10.609
Angola,Sub-Saharan Africa,Upper middle income,2008,46.563,13.085,172.385,88.539,4080.94,1.9,85.8,53.243,17.402,12.044
Angola,Sub-Saharan Africa,Upper middle income,2007,46.92,13.815,133.267,65.266,3122.0,1.7,91.0,52.177,16.769,14.633
